Quote_ID,Customer_ID,Sales_Rep_ID,Product_ID,Quote_Request_Date,Quote_Sent_Date,Quote_Viewed_Date,Quote_Accepted_Date,Shipment_Booked_Date,Shipment_Completed_Date,Origin_Country,Destination_Country,Route,Transport_Mode,Carrier,Quoted_Amount_USD,Final_Booked_Amount_USD,Lead_Time_Days,Response_Time_Hours,Quote_Status,Drop_Off_Stage,Drop_Off_Reason,Priority_Level,Customer_Segment
1186,1082,10,18,2024-03-24,2024-03-24 02:00:00,,,,,Netherlands,India,Netherlands -> India ,Air,DHL,12024.12,,5,66,Sent,Quote Viewed,Documentation Concerns,Medium,sme
1187,1601,5,6,2024-04-29,2024-05-01 12:00:00,2024-05-03 12:00:00,,,,China,Brazil,China -> Brazil ,Air,PIL,9034.88,,19,34,Viewed,Quote Accepted,Documentation Concerns,Low,sme
1188,1367,10,20,2024-02-14,2024-02-15 07:00:00,,,,,South Africa,UK,South Africa -> UK ,Sea,DHL ,19801.77,,13,3,Sent,Quote Accepted,Slow Response,High,Retail
1189,1278,4,18,2024-06-23,2024-06-25 21:00:00,,,,,Netherlands,China,Netherlands -> China ,Road,Costco,7989.42,,8,68,Sent,Quote Sent,Documentation Concerns,High,Manufacturing
1190,1385,5,22,2024-12-13,2024-12-13 10:00:00,,,,,USA,South Africa,USA -> South Africa ,Air,MSC,9958.04,,21,1,Sent,Quote Accepted,No Feedback,High,SME
1191,1305,1,15,2024-07-13,2024-07-14 09:00:00,2024-07-14 10:00:00,2024-07-15 12:00:00,2024-07-19 12:00:00,,China,USA,China -> USA ,Air,PIL ,10043.13,10302.451396447894,2,20,Booked,,No Feedback,Low,SME
1192,1891,5,10,2024-08-20,2024-08-20 21:00:00,,,,,Germany,Brazil,Germany -> Brazil ,Road,Emirates,4146.48,,1,71,Sent,Quote Accepted,,High,Enterprise
1193,1552,1,14,2024-03-16,2024-03-18 19:00:00,2024-03-20 08:00:00,,,,Germany,UK,Germany -> UK ,Road,MSC,13290.07,,29,12,Viewed,Quote Viewed,,High,sme
1194,1122,8,2,2024-08-29,2024-08-31 04:00:00,,,,,Germany,China,Germany -> China ,Road,ONE,11591.92,,14,3,Sent,Quote Sent,Documentation Concerns,Medium,Small Business
1195,1696,8,1,2024-05-17,2024-05-18 04:00:00,,,,,UK,Brazil,UK -> Brazil ,Air,ONE ,13368.25,,24,43,Sent,Quote Viewed,,Low,Manufacturing
1196,1469,6,8,2024-03-14,2024-03-15 15:00:00,2024-03-16 05:00:00,,,,UK,South Africa,UK -> South Africa ,Air,ONE,1352.78,,9,20,Viewed,Quote Accepted,Route Constraint,Medium,Manufacturing
1197,1136,5,2,2024-01-31,2024-02-01 08:00:00,2024-02-03 02:00:00,,,,India,China,India -> China ,Sea,Emirates,3505.32,,25,32,Viewed,Quote Viewed,Competitor Won,Low,SME
1198,1846,5,17,2024-12-24,2024-12-26 21:00:00,,,,,Brazil,India,Brazil -> India ,Road,ONE,18890.98,,28,32,Sent,Quote Accepted,No Feedback,Medium,Enterprise
1199,1236,7,2,2024-05-07,2024-05-09 19:00:00,,,,,South Africa,UK,South Africa -> UK ,Sea,Qatar,8601.25,,20,26,Sent,Quote Accepted,No Feedback,Medium,Small Business
1200,1051,5,6,2024-10-26,2024-10-26 10:00:00,2024-10-28 00:00:00,,,,South Africa,Brazil,South Africa -> Brazil ,Road,FedEx,16515.34,,6,23,Viewed,Quote Viewed,No Feedback,Low,sme
1201,1913,6,13,2024-01-06,2024-01-08 02:00:00,,,,,UK,China,UK -> China ,Road,Cargo Carriers,19363.47,,20,53,Sent,Quote Accepted,,High,Retail
1202,1381,7,1,2024-11-04,2024-11-06 23:00:00,2024-11-08 11:00:00,2024-11-11 01:00:00,,,UK,South Africa,UK -> South Africa ,Sea,MSC,10780.59,,17,58,Accepted,Quote Sent,Price Too High,Low,Small Business
1203,1030,1,3,2024-11-07,2024-11-08 08:00:00,2024-11-08 21:00:00,,,,Netherlands,India,Netherlands -> India ,Sea,Costco ,12390.32,,22,17,Viewed,Quote Accepted,Route Constraint,Medium,sme
1204,1121,1,7,2024-11-11,2024-11-11 09:00:00,,,,,Netherlands,India,Netherlands -> India ,Road,Cargo Carriers,1641.36,,5,10,Sent,Quote Accepted,,Low,Enterprise
1205,1011,6,20,2024-03-08,2024-03-08 05:00:00,2024-03-09 23:00:00,,,,Brazil,India,Brazil -> India ,Road,ONE ,13755.87,,6,18,Viewed,Quote Sent,Competitor Won,High,SME
1206,1635,7,5,2024-10-18,2024-10-20 15:00:00,,,,,UK,South Africa,UK -> South Africa ,Road,FedEx,18905.78,,27,34,Sent,Quote Sent,Documentation Concerns,Medium,Enterprise
1207,1958,9,14,2024-09-30,2024-09-30 17:00:00,2024-10-02 12:00:00,2024-10-04 11:00:00,,,Netherlands,UK,Netherlands -> UK ,Road,Emirates,18769.61,,5,53,Accepted,Quote Accepted,Documentation Concerns,Low,Small Business
1208,1493,10,11,2024-01-04,2024-01-05 16:00:00,2024-01-07 00:00:00,,,,South Africa,China,South Africa -> China ,Sea,MSC ,14505.6,,16,10,Viewed,Quote Viewed,Route Constraint,High,Manufacturing
1209,1150,6,20,2024-03-27,2024-03-27 10:00:00,,,,,Brazil,China,Brazil -> China ,Road,Cargo Carriers,5289.36,,3,23,Sent,Quote Accepted,Slow Response,Low,Enterprise
1210,1317,5,15,2024-04-09,2024-04-10 03:00:00,,,,,China,Germany,China -> Germany ,Sea,FedEx,6667.13,,25,38,Sent,Quote Viewed,Route Constraint,Medium,SME
1211,1481,7,11,2024-08-15,2024-08-17 21:00:00,,,,,Germany,India,Germany -> India ,Air,Cargo Carriers ,5284.36,,16,1,Sent,Quote Accepted,Price Too High,Low,Retail
1212,1360,7,7,2024-07-01,2024-07-01 12:00:00,,,,,Netherlands,UK,Netherlands -> UK ,Sea,Maersk,4162.72,,3,45,Sent,Quote Accepted,,Medium,Retail
1213,1735,10,13,2024-01-01,2024-01-02 21:00:00,,,,,USA,UK,USA -> UK ,Road,Emirates,14995.52,,22,58,Sent,Quote Sent,Route Constraint,High,Manufacturing
1214,1018,4,20,2024-09-08,2024-09-10 13:00:00,2024-09-10 14:00:00,2024-09-11 22:00:00,,,China,UK,China -> UK ,Road,FedEx,6918.17,,3,16,Accepted,Quote Accepted,Price Too High,Low,sme
1215,1937,9,18,2024-10-28,2024-10-30 01:00:00,,,,,Germany,India,Germany -> India ,Sea,Costco,18855.66,,23,31,Sent,Quote Accepted,Price Too High,Low,Enterprise
1216,1211,4,24,2024-09-30,2024-10-02 22:00:00,2024-10-03 19:00:00,2024-10-04 16:00:00,,,Brazil,China,Brazil -> China ,Air,Emirates,19445.7,,5,56,Accepted,Quote Sent,Price Too High,High,Retail
1217,1517,10,18,2024-08-27,2024-08-28 15:00:00,,,,,China,Brazil,China -> Brazil ,Sea,Maersk,18249.78,,2,56,Sent,Quote Accepted,Documentation Concerns,High,Retail
1218,1387,2,4,2024-12-24,2024-12-24 12:00:00,2024-12-25 03:00:00,,,,USA,China,USA -> China ,Sea,FedEx,4794.15,,11,19,Viewed,Quote Accepted,Price Too High,Medium,sme
1219,1231,10,16,2024-07-23,2024-07-24 07:00:00,2024-07-26 01:00:00,2024-07-28 05:00:00,2024-07-29 05:00:00,2024-08-09 05:00:00,India,UK,India -> UK ,Road,Maersk,13991.14,15255.863401588591,12,19,Completed,,Documentation Concerns,Medium,Small Business
1220,1431,8,13,2024-09-02,2024-09-02 08:00:00,2024-09-03 13:00:00,2024-09-03 22:00:00,2024-09-06 22:00:00,2024-09-20 22:00:00,USA,India,USA -> India ,Sea,ONE,12734.15,11918.660076774553,11,32,Completed,,Documentation Concerns,Low,Enterprise
1221,1928,7,17,2024-01-02,2024-01-03 23:00:00,2024-01-05 00:00:00,2024-01-05 10:00:00,2024-01-10 10:00:00,2024-01-21 10:00:00,China,Germany,China -> Germany ,Sea,Maersk,8105.44,8612.193537379706,13,-1,Completed,,Slow Response,High,Enterprise
1222,1439,5,1,2024-07-21,2024-07-22 07:00:00,,,,,China,Netherlands,China -> Netherlands ,Road,FedEx,1836.32,,1,12,Sent,Quote Sent,No Feedback,High,Retail
1223,1582,8,23,2024-03-01,2024-03-01 22:00:00,2024-03-02 22:00:00,2024-03-03 16:00:00,2024-03-04 16:00:00,2024-03-14 16:00:00,Brazil,USA,Brazil -> USA ,Road,Emirates,14082.63,12990.138727726091,21,59,Completed,,,High,Enterprise
1224,1677,6,9,2024-01-22,2024-01-22 07:00:00,2024-01-22 10:00:00,,,,Germany,India,Germany -> India ,Sea,Cargo Carriers,19373.15,,2,64,Viewed,Quote Viewed,Competitor Won,Low,Retail
1225,1561,10,13,2024-11-05,2024-11-06 13:00:00,2024-11-07 11:00:00,,,,Netherlands,Brazil,Netherlands -> Brazil ,Sea,Emirates,2720.7,,10,72,Viewed,Quote Viewed,,Medium,Enterprise
1226,1240,7,4,2024-07-26,2024-07-26 21:00:00,2024-07-27 07:00:00,,,,USA,South Africa,USA -> South Africa ,Sea,ONE,12714.09,,14,53,Viewed,Quote Sent,Route Constraint,High,Small Business
1227,1373,1,3,2024-08-17,2024-08-17 20:00:00,,,,,UK,China,UK -> China ,Sea,PIL,3490.55,,3,9,Sent,Quote Viewed,Slow Response,Low,Manufacturing
1228,1585,1,12,2024-11-21,2024-11-21 12:00:00,,,,,India,UK,India -> UK ,Air,ONE,2783.9,,3,45,Sent,Quote Sent,Slow Response,Low,Small Business
1229,1327,8,19,2024-06-06,2024-06-08 09:00:00,2024-06-08 13:00:00,,,,UK,Germany,UK -> Germany ,Air,Emirates,14906.54,,4,13,Viewed,Quote Accepted,Documentation Concerns,High,Manufacturing
1230,1439,6,13,2024-09-25,2024-09-27 21:00:00,,,,,UK,Brazil,UK -> Brazil ,Air,FedEx,18797.86,,29,52,Sent,Quote Viewed,Documentation Concerns,Low,Enterprise
1231,1190,4,24,2024-05-15,2024-05-18 00:00:00,,,,,UK,South Africa,UK -> South Africa ,Road,DHL,19142.07,,26,60,Sent,Quote Accepted,Price Too High,Low,Small Business
1232,1698,3,7,2024-05-05,2024-05-05 01:00:00,2024-05-05 03:00:00,2024-05-07 02:00:00,2024-05-11 02:00:00,2024-05-28 02:00:00,Netherlands,USA,Netherlands -> USA ,Road,Qatar,4603.42,4179.829979975158,28,62,Completed,,No Feedback,High,Small Business
1233,1449,8,8,2024-05-02,2024-05-02 21:00:00,,,,,India,Netherlands,India -> Netherlands ,Road,ONE,12728.92,,18,24,Sent,Quote Viewed,Documentation Concerns,High,SME
1234,1300,3,7,2024-03-10,2024-03-11 07:00:00,2024-03-11 14:00:00,2024-03-12 23:00:00,2024-03-13 23:00:00,2024-03-17 23:00:00,UK,South Africa,UK -> South Africa ,Sea,DHL,4589.08,4685.12940580341,17,23,Completed,,Slow Response,Low,SME
1235,1398,1,15,2024-12-10,2024-12-12 14:00:00,,,,,Brazil,India,Brazil -> India ,Sea,Qatar,2597.97,,20,44,Sent,Quote Accepted,Price Too High,High,Retail
1236,1742,3,5,2024-04-23,2024-04-23 16:00:00,2024-04-24 11:00:00,2024-04-25 19:00:00,,,Netherlands,UK,Netherlands -> UK ,Sea,DHL,3939.78,,7,56,Accepted,Quote Sent,Price Too High,Medium,Manufacturing
1237,1571,6,2,2024-09-16,2024-09-16 05:00:00,,,,,UK,Germany,UK -> Germany ,Air,Qatar,14872.15,,11,-1,Sent,Quote Accepted,Competitor Won,High,Retail
1238,1507,5,1,2024-09-14,2024-09-15 15:00:00,2024-09-15 21:00:00,,,,China,UK,China -> UK ,Road,Qatar,9985.42,,25,7,Viewed,Quote Viewed,No Feedback,High,Enterprise
1239,1250,7,7,2024-08-20,2024-08-22 06:00:00,2024-08-23 19:00:00,,,,China,India,China -> India ,Road,Emirates,18592.98,,26,2,Viewed,Quote Viewed,,Medium,Enterprise
1240,1222,10,23,2024-02-06,2024-02-07 13:00:00,2024-02-08 07:00:00,,,,Brazil,South Africa,Brazil -> South Africa ,Road,DHL,10228.32,,27,14,Viewed,Quote Accepted,Documentation Concerns,Medium,Retail
1241,1426,7,10,2024-02-09,2024-02-10 09:00:00,2024-02-10 12:00:00,,,,Brazil,India,Brazil -> India ,Air,ONE,6958.07,,8,27,Viewed,Quote Accepted,Competitor Won,Medium,SME
1242,1461,7,24,2024-03-07,2024-03-07 13:00:00,2024-03-09 05:00:00,2024-03-10 18:00:00,2024-03-15 18:00:00,,Brazil,USA,Brazil -> USA ,Road,ONE,0.0,0.0,19,10,Booked,,No Feedback,Low,Small Business
1243,1988,3,7,2024-09-11,2024-09-12 15:00:00,2024-09-13 17:00:00,2024-09-16 05:00:00,,,India,China,India -> China ,Sea,FedEx,17097.65,,21,68,Accepted,Quote Viewed,Price Too High,Medium,Manufacturing
1244,1261,10,21,2024-10-06,2024-10-07 14:00:00,2024-10-09 00:00:00,,,,China,South Africa,China -> South Africa ,Sea,Qatar,14253.04,,24,26,Viewed,Quote Accepted,No Feedback,Low,Small Business
1245,1694,9,8,2024-07-19,2024-07-19 04:00:00,2024-07-20 13:00:00,,,,UK,Brazil,UK -> Brazil ,Air,Cargo Carriers,9432.63,,15,50,Viewed,Quote Sent,Slow Response,Medium,SME
1246,1750,8,22,2024-01-26,2024-01-28 22:00:00,2024-01-29 04:00:00,2024-01-31 06:00:00,,,UK,USA,UK -> USA ,Road,Qatar,1140.77,,11,46,Accepted,Quote Viewed,Documentation Concerns,Low,Enterprise
1247,1281,1,1,2024-06-14,2024-06-15 18:00:00,,,,,India,Germany,India -> Germany ,Air,Qatar,2897.65,,11,33,Sent,Quote Accepted,,Medium,Retail
1248,1882,5,9,2024-03-08,2024-03-09 14:00:00,2024-03-09 19:00:00,2024-03-12 01:00:00,,,UK,Germany,UK -> Germany ,Air,FedEx,5851.73,,16,23,Accepted,Quote Viewed,Price Too High,High,sme
1249,1888,1,24,2024-04-13,2024-04-15 20:00:00,,,,,UK,China,UK -> China ,Air,DHL ,10738.62,,8,41,Sent,Quote Viewed,Slow Response,High,Retail
1250,1547,4,1,2024-06-01,2024-06-02 11:00:00,2024-06-02 15:00:00,2024-06-03 14:00:00,,,China,India,China -> India ,Road,Costco,14180.04,,7,70,Accepted,Quote Viewed,Documentation Concerns,Low,SME
1251,1112,4,12,2024-10-25,2024-10-27 08:00:00,2024-10-28 23:00:00,2024-10-31 14:00:00,,,India,USA,India -> USA ,Sea,Cargo Carriers,16973.29,,1,20,Accepted,Quote Viewed,Competitor Won,High,Enterprise
1252,1510,4,19,2024-04-14,2024-04-15 22:00:00,,,,,India,Germany,India -> Germany ,Sea,Maersk,19769.29,,19,2,Sent,Quote Accepted,,Low,SME
1253,1781,3,11,2024-03-12,2024-03-14 08:00:00,2024-03-15 02:00:00,2024-03-15 21:00:00,,,China,India,China -> India ,Road,Costco,5432.1,,28,68,Accepted,Quote Sent,Route Constraint,High,Small Business
1254,1116,5,3,2024-03-19,2024-03-19 06:00:00,2024-03-21 01:00:00,2024-03-23 12:00:00,,,India,Germany,India -> Germany ,Road,Qatar,11119.22,,30,47,Accepted,Quote Accepted,No Feedback,Low,sme
1255,1162,4,21,2024-04-13,2024-04-13 01:00:00,2024-04-14 19:00:00,2024-04-17 14:00:00,,,UK,Brazil,UK -> Brazil ,Air,ONE,10771.76,,14,14,Accepted,Quote Sent,Documentation Concerns,Low,Small Business
1256,1869,8,7,2024-10-07,2024-10-09 01:00:00,2024-10-09 12:00:00,,,,India,Netherlands,India -> Netherlands ,Road,Maersk,16934.23,,6,67,Viewed,Quote Accepted,Slow Response,Low,Manufacturing
1257,1512,3,10,2024-12-14,2024-12-14 12:00:00,,,,,USA,India,USA -> India ,Air,Qatar,11062.99,,27,12,Sent,Quote Viewed,No Feedback,Medium,Enterprise
1258,1639,9,19,2024-11-14,2024-11-16 23:00:00,2024-11-17 09:00:00,2024-11-18 16:00:00,,,Germany,South Africa,Germany -> South Africa ,Air,ONE,14773.72,,8,61,Accepted,Quote Viewed,Documentation Concerns,Low,SME
1259,1909,9,9,2024-01-19,2024-01-21 07:00:00,,,,,South Africa,India,South Africa -> India ,Sea,DHL,16189.61,,23,58,Sent,Quote Viewed,Price Too High,Low,Enterprise
1260,1701,1,15,2024-08-03,2024-08-05 16:00:00,,,,,Brazil,USA,Brazil -> USA ,Road,PIL,12273.62,,3,70,Sent,Quote Viewed,No Feedback,High,Small Business
1261,1524,8,14,2024-09-09,2024-09-09 08:00:00,2024-09-10 08:00:00,,,,UK,USA,UK -> USA ,Air,FedEx ,8694.75,,5,65,Viewed,Quote Sent,Documentation Concerns,Medium,Enterprise
1262,1341,2,18,2024-02-10,2024-02-10 20:00:00,2024-02-12 16:00:00,,,,USA,Germany,USA -> Germany ,Road,MSC,3175.81,,19,4,Viewed,Quote Accepted,,Low,Retail
1263,1048,8,19,2024-11-25,2024-11-27 02:00:00,2024-11-28 20:00:00,2024-12-01 11:00:00,2024-12-02 11:00:00,2024-12-16 11:00:00,UK,Brazil,UK -> Brazil ,Air,PIL,15448.08,14356.625474880353,18,5,Completed,,Slow Response,Medium,Retail
1264,1323,1,14,2024-11-06,2024-11-07 06:00:00,2024-11-09 04:00:00,,,,UK,Brazil,UK -> Brazil ,Sea,Emirates,6771.98,,20,6,Viewed,Quote Viewed,,Low,Manufacturing
1265,1103,3,22,2024-04-25,2024-04-26 01:00:00,,,,,Brazil,UK,Brazil -> UK ,Air,MSC,9475.73,,11,57,Sent,Quote Accepted,Price Too High,Low,Small Business
1266,1727,5,9,2024-08-13,2024-08-13 05:00:00,,,,,Germany,UK,Germany -> UK ,Air,Costco,2778.67,,17,29,Sent,Quote Accepted,Slow Response,High,SME
1267,1663,6,2,2024-06-08,2024-06-08 09:00:00,,,,,India,China,India -> China ,Air,Qatar,13376.61,,15,20,Sent,Quote Sent,Competitor Won,Low,Enterprise
1268,1642,5,12,2024-09-30,2024-09-30 10:00:00,2024-10-01 15:00:00,2024-10-04 01:00:00,,,China,India,China -> India ,Sea,FedEx,17767.12,,14,39,Accepted,Quote Viewed,No Feedback,Medium,SME
1269,1776,8,17,2024-04-28,2024-04-30 07:00:00,2024-05-01 03:00:00,,,,China,USA,China -> USA ,Road,PIL,9208.12,,12,41,Viewed,Quote Accepted,Route Constraint,Medium,Enterprise
1270,1849,2,11,2024-12-27,2024-12-27 21:00:00,2024-12-28 12:00:00,2024-12-29 02:00:00,,,UK,South Africa,UK -> South Africa ,Road,Emirates,15706.44,,22,5,Accepted,Quote Viewed,Documentation Concerns,High,sme
1271,1641,5,18,2024-04-26,2024-04-26 23:00:00,,,,,USA,South Africa,USA -> South Africa ,Air,Cargo Carriers,17236.19,,13,9,Sent,Quote Sent,Route Constraint,High,Small Business
1272,1665,2,21,2024-05-29,2024-05-31 02:00:00,,,,,South Africa,Netherlands,South Africa -> Netherlands ,Sea,Costco,4357.03,,30,46,Sent,Quote Accepted,Price Too High,Medium,SME
1273,1565,2,21,2024-08-14,2024-08-14 01:00:00,,,,,China,Germany,China -> Germany ,Sea,MSC,18053.64,,25,13,Sent,Quote Viewed,,Medium,Manufacturing
1274,1736,3,18,2024-09-02,2024-09-04 02:00:00,2024-09-05 14:00:00,2024-09-06 17:00:00,,,India,UK,India -> UK ,Sea,Costco,9545.22,,8,17,Accepted,Quote Sent,,High,sme
1275,1614,7,14,2024-08-05,2024-08-06 21:00:00,2024-08-08 19:00:00,2024-08-09 19:00:00,,,USA,Brazil,USA -> Brazil ,Sea,Qatar,17923.14,,1,58,Accepted,Quote Sent,Competitor Won,Low,Enterprise
1276,1567,4,14,2024-05-03,2024-05-04 12:00:00,2024-05-04 21:00:00,2024-05-06 02:00:00,2024-05-09 02:00:00,2024-05-29 02:00:00,China,USA,China -> USA ,Sea,Emirates,18093.24,16342.340524491547,16,57,Completed,,,Medium,Retail
1277,1795,6,3,2024-02-06,2024-02-07 18:00:00,2024-02-08 12:00:00,,,,UK,China,UK -> China ,Sea,Costco,6212.61,,30,22,Viewed,Quote Viewed,Route Constraint,Medium,sme
1278,1658,7,20,2024-07-11,2024-07-11 07:00:00,2024-07-11 23:00:00,,,,India,UK,India -> UK ,Road,Emirates,3436.57,,25,46,Viewed,Quote Sent,Documentation Concerns,High,Enterprise
1279,1878,9,11,2024-12-16,2024-12-18 09:00:00,,,,,South Africa,India,South Africa -> India ,Air,ONE,2760.95,,11,4,Sent,Quote Viewed,Price Too High,Low,Manufacturing
1280,1234,10,1,2024-04-16,2024-04-17 11:00:00,,,,,South Africa,Brazil,South Africa -> Brazil ,Sea,DHL,8587.27,,8,69,Sent,Quote Sent,Competitor Won,Medium,Small Business
1281,1266,10,15,2024-07-12,2024-07-12 11:00:00,,,,,India,Germany,India -> Germany ,Road,FedEx,12024.93,,27,46,Sent,Quote Viewed,Slow Response,High,sme
1282,1435,2,17,2024-12-18,2024-12-18 02:00:00,,,,,China,Brazil,China -> Brazil ,Air,Maersk,7122.38,,26,64,Sent,Quote Viewed,No Feedback,High,SME
1283,1066,5,8,2024-02-21,2024-02-23 21:00:00,,,,,Netherlands,China,Netherlands -> China ,Sea,DHL,6928.38,,6,42,Sent,Quote Accepted,Price Too High,High,Enterprise
1284,1131,6,25,2024-10-07,2024-10-07 10:00:00,2024-10-07 17:00:00,,,,China,Brazil,China -> Brazil ,Sea,Maersk,13756.37,,18,41,Viewed,Quote Accepted,,High,sme
1285,1981,9,14,2024-08-07,2024-08-08 02:00:00,2024-08-08 19:00:00,2024-08-09 18:00:00,,,Netherlands,China,Netherlands -> China ,Sea,Emirates,8680.64,,1,25,Accepted,Quote Accepted,Competitor Won,High,sme
1286,1327,10,19,2024-05-27,2024-05-27 13:00:00,2024-05-27 23:00:00,,,,China,South Africa,China -> South Africa ,Air,Maersk ,8768.3,,28,41,Viewed,Quote Viewed,Route Constraint,High,sme
1287,1386,3,21,2024-09-22,2024-09-22 19:00:00,2024-09-22 22:00:00,2024-09-23 03:00:00,2024-09-26 03:00:00,,Netherlands,India,Netherlands -> India ,Air,MSC,19568.99,20505.01471074609,25,23,Booked,,Price Too High,High,SME
1288,1529,7,4,2024-04-16,2024-04-17 09:00:00,2024-04-17 23:00:00,,,,Netherlands,Brazil,Netherlands -> Brazil ,Air,ONE,2919.55,,20,23,Viewed,Quote Viewed,Competitor Won,Medium,Manufacturing
1289,1005,3,9,2024-05-25,2024-05-26 19:00:00,2024-05-27 07:00:00,2024-05-30 00:00:00,,,UK,Germany,UK -> Germany ,Road,FedEx,15677.79,,7,57,Accepted,Quote Viewed,Slow Response,Low,SME
1290,1563,6,6,2024-10-25,2024-10-26 22:00:00,2024-10-28 04:00:00,,,,India,Brazil,India -> Brazil ,Road,DHL,18193.3,,12,36,Viewed,Quote Viewed,,High,Small Business
1291,1782,7,6,2024-12-18,2024-12-18 23:00:00,,,,,UK,Germany,UK -> Germany ,Sea,PIL,16467.41,,17,9,Sent,Quote Sent,No Feedback,Medium,Enterprise
1292,1714,6,6,2024-06-02,2024-06-02 14:00:00,,,,,India,UK,India -> UK ,Sea,DHL,19859.76,,9,52,Sent,Quote Viewed,Route Constraint,Low,Small Business
1293,1649,10,18,2024-12-07,2024-12-08 06:00:00,,,,,Netherlands,Brazil,Netherlands -> Brazil ,Sea,PIL,12030.64,,7,53,Sent,Quote Accepted,,Medium,Enterprise
1294,1714,7,7,2024-10-30,2024-10-30 20:00:00,,,,,USA,Netherlands,USA -> Netherlands ,Road,FedEx,10021.6,,11,59,Sent,Quote Viewed,Slow Response,Low,Small Business
1295,1551,3,10,2024-07-29,2024-07-31 23:00:00,,,,,UK,USA,UK -> USA ,Road,DHL,13706.36,,8,13,Sent,Quote Accepted,No Feedback,Low,Manufacturing
1296,1090,1,8,2024-02-09,2024-02-11 06:00:00,2024-02-11 21:00:00,,,,USA,China,USA -> China ,Air,DHL,8479.38,,16,26,Viewed,Quote Sent,Route Constraint,High,Enterprise
1297,1281,10,7,2024-12-19,2024-12-19 22:00:00,2024-12-21 09:00:00,2024-12-23 16:00:00,,,India,South Africa,India -> South Africa ,Air,ONE,18172.88,,10,18,Accepted,Quote Viewed,,High,Retail
1298,1719,5,12,2024-06-01,2024-06-03 09:00:00,,,,,Germany,Netherlands,Germany -> Netherlands ,Sea,PIL,13206.44,,7,22,Sent,Quote Accepted,Price Too High,Medium,sme
1299,1580,8,3,2024-10-26,2024-10-27 15:00:00,2024-10-29 04:00:00,2024-10-30 14:00:00,,,USA,UK,USA -> UK ,Road,Qatar,3086.91,,22,50,Accepted,Quote Sent,Route Constraint,Low,Retail
1300,1358,10,1,2024-04-24,2024-04-25 04:00:00,,,,,Netherlands,Brazil,Netherlands -> Brazil ,Air,Qatar,3107.81,,8,50,Sent,Quote Accepted,No Feedback,Medium,Manufacturing
1301,1102,5,2,2024-10-26,2024-10-26 05:00:00,2024-10-26 23:00:00,2024-10-28 10:00:00,2024-10-30 10:00:00,2024-11-16 10:00:00,UK,India,UK -> India ,Road,FedEx,10158.59,9681.75024868879,24,36,Completed,,Price Too High,High,Enterprise
1302,1048,5,21,2024-09-09,2024-09-10 04:00:00,2024-09-11 15:00:00,2024-09-12 03:00:00,,,USA,South Africa,USA -> South Africa ,Air,Maersk,1198.02,,18,11,Accepted,Quote Viewed,,Medium,SME
1303,1909,3,2,2024-07-25,2024-07-27 22:00:00,2024-07-28 17:00:00,2024-07-29 12:00:00,2024-07-30 12:00:00,2024-08-07 12:00:00,South Africa,Brazil,South Africa -> Brazil ,Air,Emirates,18011.06,17742.576708271834,23,39,Completed,,Route Constraint,Low,Manufacturing
1304,1897,3,23,2024-02-19,2024-02-21 15:00:00,2024-02-22 16:00:00,2024-02-23 00:00:00,2024-02-24 00:00:00,2024-03-07 00:00:00,India,China,India -> China ,Air,Cargo Carriers,17249.04,18719.42692828652,27,64,Completed,,Price Too High,High,Small Business
1305,1930,8,23,2024-08-25,2024-08-25 01:00:00,2024-08-25 07:00:00,2024-08-25 23:00:00,,,Germany,India,Germany -> India ,Air,Cargo Carriers,11138.74,,14,39,Accepted,Quote Viewed,,Low,Small Business
1306,1652,8,10,2024-09-08,2024-09-10 01:00:00,,,,,UK,USA,UK -> USA ,Road,MSC,12498.73,,13,11,Sent,Quote Sent,,Low,Small Business
1307,1679,7,22,2024-03-27,2024-03-28 08:00:00,2024-03-29 03:00:00,2024-03-29 10:00:00,2024-03-30 10:00:00,,Netherlands,China,Netherlands -> China ,Air,Qatar ,18481.54,18658.473055087266,27,7,Booked,,Competitor Won,Medium,sme
1308,1828,2,23,2024-06-14,2024-06-14 23:00:00,2024-06-16 23:00:00,,,,South Africa,China,South Africa -> China ,Sea,Cargo Carriers,1038.32,,23,37,Viewed,Quote Accepted,Competitor Won,Low,Retail
1309,1031,6,4,2024-07-02,2024-07-04 07:00:00,,,,,South Africa,Brazil,South Africa -> Brazil ,Road,Emirates,11834.05,,12,29,Sent,Quote Accepted,Route Constraint,High,Small Business
1310,1399,7,5,2024-07-05,2024-07-07 17:00:00,,,,,Germany,India,Germany -> India ,Road,Emirates,19819.94,,1,12,Sent,Quote Viewed,Route Constraint,High,Enterprise
1311,1978,7,6,2024-01-12,2024-01-12 06:00:00,2024-01-14 00:00:00,,,,South Africa,China,South Africa -> China ,Sea,Maersk,0.0,,17,49,Viewed,Quote Viewed,,High,SME
1312,1549,3,1,2024-01-02,2024-01-04 05:00:00,,,,,China,UK,China -> UK ,Sea,Qatar,6166.92,,17,13,Sent,Quote Accepted,Price Too High,High,Small Business
1313,1538,4,12,2024-12-03,2024-12-03 21:00:00,2024-12-04 07:00:00,2024-12-05 07:00:00,2024-12-07 07:00:00,2024-12-26 07:00:00,Germany,Netherlands,Germany -> Netherlands ,Road,Cargo Carriers,1250.25,1133.2140427117965,9,42,Completed,,Price Too High,High,Manufacturing
